time	GasIn	Tout
16707	0	305.795
16708	0	305.782
16709	0	305.792
16711	0	305.764
16712	0	305.772
16713	0	305.776
16714	0	305.772
16715	244.4206	305.78
16716	0	305.759
16717	0	305.76
16718	59.34715	305.765
16719	0	305.752
16720	0	305.744
16721	0	305.755
16722	0	305.735
16723	0	305.733
16724	0	305.728
16725	0	305.731
16726	0	305.718
16727	0	305.714
16728	0	305.72
16729	59.34715	305.705
16730	0	305.691
16731	0	305.677
16732	0	305.665
16733	0	305.646
16734	0	305.623
16736	0	305.611
16737	873.67033	305.607
16738	0	305.598
16739	0	305.594
16740	0	305.578
16741	182.72945	305.586
16742	0	305.579
16743	0	305.578
16744	0	305.57
16745	0	305.563
16746	59.34715	305.566
16747	59.34715	305.558
16748	0	305.537
16749	0	305.545
16750	0	305.535
16751	0	305.526
16752	0	305.526
16753	121.0383	305.506
16754	59.34715	305.522
16755	59.34715	305.515
16756	0	305.51
16757	0	305.52
16758	0	305.515
16760	0	305.505
16761	0	305.506
16762	0	305.507
16763	0	305.508
16764	0	305.498
16765	0	305.503
16766	0	305.507
16767	0	305.495
16768	0	305.485
16769	0	305.491
16770	121.0383	305.496
16771	182.72945	305.495
16772	0	305.489
16773	0	305.498
16774	0	305.489
16775	0	305.492
16776	0	305.484
16777	59.34715	305.483
16778	0	305.492
16779	0	305.475
16780	0	305.487
16781	0	305.485
16782	0	305.476
16783	0	305.484
16785	0	305.478
16786	182.72945	305.472
16787	59.34715	305.468
16788	0	305.448
16789	0	305.446
16790	0	305.425
16791	0	305.417
16792	0	305.417
16793	0	305.399
16794	0	305.392
16795	0	305.401
16796	0	305.377
16797	0	305.391
16798	0	305.384
16799	0	305.363
16800	429.49405	305.374
16801	0	305.36
16802	121.0383	305.37
16803	0	305.361
16804	121.0383	305.364
16805	0	305.367
16806	0	305.359
16807	0	305.342
16808	0	305.35
16810	0	305.335
16811	59.34715	305.344
16812	59.34715	305.339
16813	0	305.326
16814	0	305.326
16815	0	305.305
16816	0	305.318
16817	0	305.299
16818	0	305.283
16819	0	305.28
16820	0	305.262
16821	0	305.259
16822	0	305.244
16823	0	305.245
16824	0	305.238
16825	0	305.221
16826	0	305.207
16827	0	305.205
16828	0	305.184
16829	0	305.172
16830	0	305.17
16831	0	305.159
16832	0	305.164
16834	0	305.152
16835	0	305.157
16836	0	305.132
16837	0	305.139
16838	0	305.131
16839	0	305.113
16840	0	305.11
16841	121.0383	305.106
16842	0	305.097
16843	0	305.071
16844	0	305.069
16845	0	305.054
16846	0	305.041
16847	0	305.043
16848	0	305.033
16849	0	305.026
16850	0	305.026
16851	0	305.027
16852	0	305.02
16853	0	305.018
16854	0	305.018
16855	0	305.006
16856	0	305.023
16857	0	305.004
16859	0	305.002
16860	0	305.011
16861	367.8029	305.001
16862	0	305.003
16863	0	305.001
16864	0	304.989
16865	0	304.989
16866	0	304.977
16867	0	304.994
16868	0	304.99
16869	0	304.974
16870	0	304.968
16871	0	304.978
16872	0	304.972
16873	121.0383	304.948
16874	0	304.95
16875	0	304.94
16876	0	304.94
16877	0	304.938
16878	0	304.928
16879	0	304.939
16880	0	304.923
16881	0	304.926
16883	0	304.916
16884	0	304.916
16885	0	304.911
16886	0	304.906
16887	0	304.899
16888	0	304.9
16889	0	304.887
16890	0	304.897
16891	367.8029	304.885
16892	0	304.886
16893	59.34715	304.878
16894	0	304.872
16895	0	304.865
16896	0	304.866
16897	0	304.866
16898	59.34715	304.849
16899	0	304.85
16900	626.90573	304.851
16901	0	304.841
16902	0	304.84
16903	0	304.825
16904	182.72945	304.835
16905	121.0383	304.83
16906	0	304.839
16908	0	304.817
16909	0	304.827
16910	0	304.818
16911	0	304.82
16912	0	304.81
16913	0	304.801
16914	244.4206	304.799
16915	0	304.797
16916	0	304.809
16917	0	304.791
16918	0	304.794
16919	59.34715	304.776
16920	0	304.757
16921	0	304.739
16922	121.0383	304.729
16923	0	304.731
16924	0	304.731
16925	0	304.719
16926	0	304.712
16927	0	304.708
16928	0	304.711
16929	0	304.693
16930	0	304.678
16932	0	304.674
16933	0	304.669
16934	244.4206	304.678
16935	0	304.666
16936	0	304.686
16937	0	304.671
16938	0	304.67
16939	0	304.671
16940	0	304.678
16941	0	304.664
16942	0	304.663
16943	306.11175	304.652
16944	59.34715	304.673
16945	244.4206	304.659
16946	0	304.664
16947	0	304.655
16948	0	304.659
16949	0	304.675
16950	244.4206	304.669
16951	0	304.657
16952	0	304.667
16953	0	304.658
16954	0	304.652
16955	0	304.652
16957	0	304.652
16958	0	304.665
16959	0	304.652
16960	0	304.642
16961	0	304.65
16962	0	304.647
16963	0	304.648
16964	0	304.647
16965	0	304.63
16966	0	304.633
16967	0	304.627
16968	0	304.626
16969	0	304.601
16970	0	304.603
16971	0	304.608
16972	0	304.599
16973	0	304.582
16974	0	304.575
16975	0	304.572
16976	0	304.574
16977	0	304.567
16978	0	304.554
16979	0	304.565
16981	0	304.541
16982	0	304.557
16983	0	304.554
16984	0	304.544
16985	0	304.546
16986	0	304.537
16987	0	304.532
16988	0	304.528
16989	0	304.521
16990	0	304.524
16991	0	304.513
16992	0	304.512
16993	0	304.484
16994	0	304.473
16995	0	304.179
16996	0	304.05
16997	0	304.702
16998	59.34715	305.736
16999	59.34715	306.728
17000	0	307.856
17001	59.34715	308.819
17002	59.34715	309.302
17003	0	309.515
17004	0	309.741
17006	0	309.784
17007	0	309.942
17008	59.34715	309.972
17009	0	309.925
17010	0	309.888
17011	0	309.856
17012	0	309.815
17013	0	309.855
17014	0	309.829
17015	0	309.819
17016	0	309.891
17017	0	309.938
17018	0	309.963
17019	306.11175	310.009
17020	0	310.029
17021	0	310.004
17022	0	310.01
17023	0	309.992
17024	0	310.016
17025	0	309.974
17026	0	309.919
17027	0	309.899
17028	0	309.861
17030	0	309.778
17031	0	309.7
17032	0	309.62
17033	0	309.582
17034	0	309.581
17035	59.34715	309.49
17036	0	309.369
17037	0	309.245
17038	0	309.169
17039	0	309.082
17040	0	309.024
17041	750.28803	308.909
17042	0	308.768
17043	0	308.667
17044	0	308.587
17045	0	308.48
17046	0	308.395
17047	0	308.248
17048	59.34715	308.09
17049	0	307.975
17050	0	307.832
17051	0	307.63
17052	0	307.42
17053	0	307.277
17055	0	307.06
17056	0	306.909
17057	0	306.732
17058	0	306.406
17059	0	306.277
17060	0	306.025
17061	0	305.792
17062	0	305.58
17063	0	305.317
17064	59.34715	305.173
17065	0	304.971
17066	0	304.812
17067	0	304.559
17068	0	304.393
17069	59.34715	304.169
17070	0	303.967
17071	0	303.748
17072	0	303.546
17073	121.0383	303.333
17074	0	303.232
17075	0	302.983
17076	0	302.812
17077	0	302.688
17079	0	302.513
17080	0	302.362
17081	0	302.141
17082	59.34715	301.992
17083	0	301.856
17084	59.34715	301.737
17085	0	301.562
17086	0	301.455
17087	0	301.276
17088	0	301.119
17089	0	300.951
17090	0	300.802
17091	0	300.737
17092	0	300.621
17093	0	300.531
17094	0	300.372
17095	0	300.251
17096	0	300.17
17097	59.34715	300.054
17098	0	299.874
17099	0	299.811
17100	0	299.73
17101	0	299.542
17102	0	299.321
17104	0	298.962
17105	0	298.569
17106	0	298.307
17107	121.0383	298.07
17108	0	297.913
17109	0	297.794
17110	0	297.78
17111	0	297.931
17112	0	298.423
17113	59.34715	298.956
17114	0	299.299
17115	0	299.473
17116	0	299.558
17117	0	299.564
17118	0	299.535
17119	0	299.473
17120	0	299.389
17121	0	299.28
17122	0	299.196
17123	0	299.074
17124	0	298.979
17125	0	298.855
17126	0	298.797
17128	0	298.678
17129	0	298.572
17130	0	298.488
17131	0	298.381
17132	0	298.287
17133	59.34715	298.206
17134	0	298.114
17135	0	298.031
17136	0	297.951
17137	0	297.831
17138	0	297.777
17139	0	297.714
17140	0	297.631
17141	0	297.552
17142	0	297.452
17143	0	297.354
17144	0	297.303
17145	121.0383	297.194
17146	0	297.121
17147	0	297.051
17148	0	296.985
17149	0	296.917
17150	0	296.829
17151	59.34715	296.754
17153	182.72945	296.692
17154	0	296.652
17155	0	296.565
17156	0	296.511
17157	0	296.469
17158	0	296.408
17159	0	296.346
17160	0	296.303
17161	0	296.251
17162	0	296.192
17163	0	296.13
17164	244.4206	296.091
17165	59.34715	296.055
17166	0	295.979
17167	0	295.942
17168	59.34715	295.904
17169	0	295.87
17170	0	295.832
17171	0	295.805
17172	0	295.749
17173	0	295.736
17174	0	295.691
17175	0	295.672
17177	0	295.642
17178	182.72945	295.589
17179	0	295.556
17180	0	295.543
17181	0	295.505
17182	0	295.475
17183	0	295.427
17184	0	295.395
17185	59.34715	295.379
17186	0	295.373
17187	121.0383	295.349
17188	0	295.33
17189	0	295.292
17190	59.34715	295.289
17191	0	295.265
17192	0	295.231
17193	0	295.231
17194	0	295.171
17195	59.34715	295.169
17196	0	295.18
17197	0	295.152
17198	0	295.131
17199	0	295.119
17200	0	295.093
17202	0	295.087
17203	0	295.074
17204	0	295.073
17205	59.34715	295.05
17206	0	295.013
17207	0	295.009
17208	0	295
17209	0	294.996
17210	0	294.966
17211	0	294.97
17212	0	294.96
17213	0	294.944
17214	0	294.949
17215	0	294.924
17216	0	294.913
17217	182.72945	294.914
17218	0	294.888
17219	0	294.9
17220	0	294.878
17221	0	294.885
17222	0	294.861
17223	0	294.866
17224	0	294.838
17226	0	294.835
17227	0	294.825
17228	367.8029	294.822
17229	0	294.807
17230	0	294.779
17231	0	294.798
17232	121.0383	294.784
17233	0	294.783
17234	0	294.772
17235	0	294.785
17236	0	294.774
17237	0	294.763
17238	0	294.737
17239	0	294.762
17240	0	294.739
17241	0	294.76
17242	0	294.732
17243	0	294.741
17244	0	294.744
17245	0	294.732
17246	0	294.723
17247	0	294.712
17248	0	294.706
17249	0	294.721
17251	0	294.711
17252	0	294.699
17253	0	294.715
17254	0	294.704
17255	503.52343	294.698
17256	0	294.676
17257	0	294.673
17258	0	294.678
17259	0	294.661
17260	0	294.669
17261	0	294.669
17262	59.34715	294.658
17263	0	294.666
17264	0	294.65
17265	0	294.648
17266	0	294.649
17267	0	294.633
17268	0	294.629
17269	121.0383	294.635
17270	0	294.642
17271	0	294.636
17272	0	294.64
17273	0	294.623
17275	0	294.627
17276	59.34715	294.619
17277	0	294.614
17278	0	294.615
17279	0	294.603
17280	0	294.595
17281	0	294.6
17282	0	294.603
17283	0	294.596
17284	0	294.599
17285	0	294.6
17286	0	294.594
17287	0	294.594
17288	0	294.593
17289	0	294.581
17290	0	294.597
17291	0	294.585
17292	0	294.581
17293	59.34715	294.577
17294	0	294.577
17295	0	294.579
17296	0	294.585
17297	0	294.591
17298	0	294.572
17300	0	294.564
17301	0	294.57
17302	0	294.567
17303	0	294.584
17304	0	294.568
17305	0	294.57
17306	0	294.571
17307	0	294.562
17308	0	294.57
17309	0	294.556
17310	0	294.554
17311	0	294.548
17312	0	294.561
17313	0	294.549
17314	0	294.56
17315	0	294.553
17316	0	294.548
17317	0	294.549
17318	0	294.554
17319	121.0383	294.553
17320	0	294.537
17321	0	294.547
17322	0	294.543
17323	0	294.544
17325	0	294.55
17326	0	294.534
17327	59.34715	294.554
17328	0	294.545
17329	0	294.544
17330	0	294.543
17331	0	294.553
17332	0	294.544
17333	0	294.538
17334	121.0383	294.527
17335	0	294.53
17336	0	294.533
17337	59.34715	294.534
17338	0	294.527
17339	0	294.527
17340	0	294.539
17341	0	294.533
17342	0	294.538
17343	0	294.537
17344	0	294.541
17345	0	294.523
17346	0	294.507
17347	0	294.532
17349	0	294.512
17350	0	294.523
17351	0	294.51
17352	0	294.52
17353	59.34715	294.517
17354	0	294.521
17355	0	294.527
17356	0	294.518
17357	0	294.52
17358	0	294.527
17359	0	294.509
17360	0	294.513
17361	429.49405	294.507
17362	0	294.505
17363	0	294.511
17364	0	294.514
17365	0	294.52
17366	0	294.514
17367	0	294.526
17368	0	294.513
17369	0	294.513
17370	0	294.536
17371	121.0383	294.562
17372	0	294.58
17374	0	294.583
17375	0	294.595
17376	0	294.6
17377	0	294.595
17378	0	294.596
17379	0	294.607
17380	0	294.609
17381	0	294.607
17382	0	294.622
17383	0	294.603
17384	0	294.624
17385	0	294.629
17386	0	294.632
17387	0	294.623
17388	0	294.622
17389	0	294.64
17390	0	294.641
17391	0	294.622
17392	0	294.626
17393	0	294.642
17394	0	294.676
17395	0	294.715
17396	0	294.779
17397	0	294.847
17399	0	294.895
17400	0	294.942
17401	121.0383	294.983
17402	503.52343	295.003
17403	0	295.02
17404	121.0383	295.023
17405	244.4206	295.044
17406	0	295.038
17407	0	295.039
17408	0	295.024
17409	0	295.026
17410	0	295.006
17411	0	294.994
17412	0	294.985
17413	0	294.975
17414	0	294.956
17415	0	294.966
17416	0	294.956
17417	0	294.949
17418	0	294.684
17419	121.0383	294.73
17420	0	294.625
17421	0	294.59
17423	59.34715	294.607
17424	873.67033	294.66
17425	7610.34391	294.731
17426	10657.88672	294.804
17427	10842.96017	295.005
17428	11225.4453	296.093
17429	11472.2099	298.453
17430	11793.00388	302.653
17431	11793.00388	307.583
17432	11854.69503	311.078
17433	11854.69503	313.075
17434	11854.69503	314.258
17435	11793.00388	315.041
17436	11669.62158	315.558
17437	11793.00388	315.989
17438	12237.18016	316.2
17439	10398.78389	316.316
17440	11225.4453	316.322
17441	11793.00388	316.237
17442	12496.28299	316.128
17443	12237.18016	315.916
17444	12434.59184	315.536
17445	12681.35644	315.163
17446	12940.45927	315.094
17448	13002.15042	315.239
17449	12940.45927	315.467
17450	13261.25325	315.709
17451	13125.53272	315.874
17452	12878.76812	315.99
17453	13063.84157	316.075
17454	13002.15042	316.129
17455	12940.45927	316.109
17456	13446.3267	316.098
17457	13063.84157	316.066
17458	13125.53272	316.021
17459	13125.53272	316.011
17460	13384.63555	316.009
17461	13322.9444	316.03
17462	13187.22387	316.06
17463	13384.63555	316.091
17464	13322.9444	316.156
17465	13384.63555	316.137
17466	13322.9444	316.202
17467	13125.53272	316.245
17468	13322.9444	316.273
17469	13187.22387	316.315
17470	13261.25325	316.355
17472	13187.22387	316.361
17473	13125.53272	316.364
17474	13002.15042	316.38
17475	13125.53272	316.413
17476	13063.84157	316.409
17477	13187.22387	316.387
17478	13125.53272	316.381
17479	13261.25325	316.362
17480	13187.22387	316.415
17481	13384.63555	316.398
17482	13322.9444	316.407
17483	13187.22387	316.419
17484	13125.53272	316.442
17485	13187.22387	316.466
17486	13187.22387	316.445
17487	12817.07697	316.464
17488	13125.53272	316.308
17489	13125.53272	316.267
17490	13125.53272	316.321
17491	13063.84157	316.33
17492	13261.25325	316.349
17493	13322.9444	316.39
17494	13187.22387	316.404
17495	13384.63555	316.43
17497	13322.9444	316.481
17498	13261.25325	316.522
17499	13063.84157	316.579
17500	13063.84157	316.574
17501	13261.25325	316.626
17502	13187.22387	316.626
17503	13261.25325	316.653
17504	13446.3267	316.624
17505	13384.63555	316.636
17506	13384.63555	316.567
17507	13384.63555	316.55
17508	13187.22387	316.55
17509	13261.25325	316.53
17510	13322.9444	316.512
17511	13322.9444	316.498
17512	13261.25325	316.465
17513	13187.22387	316.51
17514	13187.22387	316.527
17515	13125.53272	316.596
17516	13063.84157	316.578
17517	13125.53272	316.599
17518	13063.84157	316.581
17519	13261.25325	316.603
17521	13261.25325	316.552
17522	13261.25325	316.618
17523	13002.15042	316.593
17524	13002.15042	316.557
17525	13002.15042	316.576
17526	13125.53272	316.572
17527	13569.709	316.606
17528	13125.53272	316.601
17529	12940.45927	316.587
17530	13125.53272	316.637
17531	13187.22387	316.599
17532	12878.76812	316.632
17533	13002.15042	316.624
17534	13125.53272	316.629
17535	13125.53272	316.644
17536	13002.15042	316.664
17537	13187.22387	316.643
17538	13631.40015	316.647
17539	13063.84157	316.622
17540	12940.45927	316.597
17541	13063.84157	316.591
17542	13063.84157	316.616
17543	13063.84157	316.558
17544	13002.15042	316.556
17546	13384.63555	316.477
17547	13187.22387	316.434
17548	13187.22387	316.411
17549	13125.53272	316.422
17550	13261.25325	316.372
17551	13125.53272	316.372
17552	13125.53272	316.395
17553	13261.25325	316.474
17554	13187.22387	316.484
17555	13261.25325	316.54
17556	12940.45927	316.586
17557	13187.22387	316.573
17558	13063.84157	316.592
17559	13187.22387	316.566
17560	13187.22387	316.549
17561	13261.25325	316.599
17562	14149.60581	316.548
17563	13187.22387	316.533
17564	13063.84157	316.547
17565	13261.25325	316.533
17566	13261.25325	316.487
17567	13322.9444	316.504
17568	13322.9444	316.494
17569	13002.15042	316.496
17571	13322.9444	316.482
17572	13125.53272	316.488
17573	13187.22387	316.485
17574	13125.53272	316.526
17575	13125.53272	316.453
17576	13322.9444	316.524
17577	13261.25325	316.442
17578	13187.22387	316.503
17579	13261.25325	316.477
17580	13322.9444	316.447
17581	13261.25325	316.456
17582	13125.53272	316.461
17583	13187.22387	316.568
17584	13187.22387	316.567
17585	13002.15042	316.651
17586	13187.22387	316.725
17587	13063.84157	316.802
17588	13261.25325	316.884
17589	13261.25325	316.899
17590	12817.07697	316.98
17591	13125.53272	316.997
17592	13187.22387	317.032
17593	13002.15042	317.095
17595	13063.84157	317.078
17596	13063.84157	317.056
17597	12743.04759	317.056
17598	12817.07697	317.02
17599	12817.07697	316.998
17600	12743.04759	316.984
17601	12743.04759	316.919
17602	12817.07697	316.901
17603	13002.15042	316.881
17604	12743.04759	316.85
17605	13002.15042	316.804
17606	12743.04759	316.82
17607	13002.15042	316.698
17608	12940.45927	316.765
17609	12817.07697	316.728
17610	13187.22387	316.638
17611	12817.07697	316.67
17612	13002.15042	316.658
17613	12878.76812	316.646
17614	13002.15042	316.626
17615	13125.53272	316.645
17616	12496.28299	316.673
17617	12817.07697	316.677
17618	13002.15042	316.697
17620	12940.45927	316.695
17621	12878.76812	316.706
17622	12940.45927	316.769
17623	12817.07697	316.733
17624	12817.07697	316.707
17625	12743.04759	316.729
17626	12681.35644	316.778
17627	13002.15042	316.754
17628	12817.07697	316.787
17629	12878.76812	316.788
17630	12940.45927	316.785
17631	12817.07697	316.737
17632	13002.15042	316.723
17633	13063.84157	316.732
17634	12878.76812	316.737
17635	12681.35644	316.708
17636	12817.07697	316.714
17637	12940.45927	316.702
17638	12940.45927	316.795
17639	11916.38618	316.711
17640	4562.8011	316.682
17641	2526.99315	316.682
17642	1515.25829	316.67
17644	1330.18484	316.673
17645	1071.08201	316.672
17646	688.59688	316.663
17647	688.59688	316.673
17648	750.28803	316.663
17649	0	316.666
17650	0	316.671
17651	0	316.654
17652	0	316.671
17653	0	316.655
17654	0	316.663
17655	0	316.657
17656	0	316.659
17657	0	316.676
17658	0	316.658
17659	0	316.652
17660	0	316.669
17661	0	316.643
17662	121.0383	316.669
17663	0	316.659
17664	0	316.642
17665	0	316.662
17666	0	316.65
17667	0	316.649
17669	0	316.626
17670	0	316.596
17671	0	316.554
17672	0	316.519
17673	0	316.501
17674	121.0383	316.5
17675	0	316.473
17676	121.0383	316.452
17677	0	316.429
17678	0	316.411
17679	121.0383	316.378
17680	244.4206	316.358
17681	0	316.34
17682	0	316.324
17683	0	316.333
17684	59.34715	316.321
17685	0	316.318
17686	0	316.31
17687	0	316.3
17688	0	316.298
17689	0	316.281
17690	0	316.287
17691	0	316.295
17692	244.4206	316.301
17694	0	316.307
17695	121.0383	316.33
17696	0	316.315
17697	0	316.302
17698	59.34715	316.31
17699	0	316.304
17700	688.59688	316.302
17701	0	316.296
17702	750.28803	316.284
17703	0	316.263
17704	0	316.234
17705	0	316.21
17706	0	316.185
17707	0	316.163
17708	0	316.143
17709	0	316.141
17710	0	316.127
17711	0	316.117
17712	0	316.105
17713	0	316.101
17714	0	316.099
17715	121.0383	316.101
17716	0	316.091
17718	59.34715	316.097
17719	0	316.088
17720	0	316.065
17721	0	316.036
17722	0	315.985
17723	121.0383	315.977
17724	0	315.954
17725	0	315.942
17726	0	315.951
17727	0	315.911
17728	0	315.874
17729	0	315.862
17730	0	315.861
17731	0	315.848
17732	0	315.834
17733	0	315.819
17734	0	315.82
17735	0	315.832
17736	0	315.812
17737	0	315.825
17738	0	315.802
17739	0	315.788
17740	0	315.748
17741	0	315.732
17743	0	315.711
17744	0	315.703
17745	0	315.72
17746	59.34715	315.712
17747	503.52343	315.719
17748	0	315.729
17749	0	315.724
17750	0	315.728
17751	0	315.726
17752	0	315.718
17753	0	315.698
17754	0	315.686
17755	0	315.672
17756	0	315.655
17757	0	315.648
17758	0	315.633
17759	0	315.583
17760	0	315.534
17761	0	315.514
17762	0	315.499
17763	121.0383	315.515
17764	0	315.518
17765	0	315.52
17767	0	315.523
17768	0	315.513
17769	0	315.502
17770	0	315.469
17771	0	315.332
17772	0	315.268
17773	0	315.24
17774	0	315.224
17775	59.34715	315.215
17776	503.52343	315.2
17777	0	315.092
17778	0	315.033
17779	59.34715	315.008
17780	688.59688	315.019
17781	306.11175	315.015
17782	244.4206	315.026
17783	0	315.003
17784	0	314.963
17785	0	314.961
17786	0	314.917
17787	0	314.896
17788	0	314.874
17789	0	314.866
17790	0	314.86
17792	0	314.835
17793	0	314.845
17794	0	314.857
17795	0	314.89
17796	0	314.9
17797	0	314.94
17798	0	314.977
17799	0	315.015
17800	182.72945	315.051
17801	0	315.081
17802	0	315.075
17803	0	315.088
17804	0	315.097
17805	0	315.092
17806	0	315.096
17807	0	315.1
17808	0	315.103
17809	0	315.092
17810	121.0383	315.103
17811	121.0383	315.089
17812	0	315.071
17813	0	315.068
17814	0	315.05
17816	0	315.014
17817	0	314.989
17818	59.34715	314.967
17819	0	314.932
17820	0	314.918
17821	0	314.897
17822	0	314.878
17823	0	314.865
17824	121.0383	314.87
17825	0	314.857
17826	0	314.865
17827	0	314.861
17828	0	314.879
17829	182.72945	314.872
17830	0	314.871
17831	0	314.864
17832	0	314.794
17833	0	314.728
17834	59.34715	314.693
17835	0	314.676
17836	0	314.621
17837	0	314.574
17838	0	314.53
17839	626.90573	314.501
17841	0	314.454
17842	0	314.441
17843	0	314.409
17844	0	314.379
17845	59.34715	314.372
17846	0	314.365
17847	0	314.369
17848	0	314.381
17849	0	314.371
17850	0	314.371
17851	0	314.379
17852	0	314.392
17853	0	314.393
17854	0	314.429
17855	0	314.425
17856	0	314.42
17857	0	314.408
17858	0	314.411
17859	0	314.395
17860	0	314.372
17861	0	314.369
17862	0	314.364
17863	0	314.372
17865	59.34715	314.352
17866	0	314.338
17867	121.0383	314.329
17868	0	314.307
17869	0	314.279
17870	0	314.253
17871	0	314.224
17872	0	314.209
17873	0	314.202
17874	0	314.19
17875	0	314.19
17876	0	314.174
17877	0	314.159
17878	0	314.145
17879	0	314.123
17880	0	314.115
17881	0	314.119
17882	0	314.1
17883	0	314.114
17884	0	314.111
17885	0	314.126
17886	121.0383	314.124
17887	59.34715	314.133
17888	0	314.131
17890	0	314.126
17891	0	314.139
17892	0	314.145
17893	0	314.16
17894	0	314.159
17895	0	314.148
17896	0	314.162
17897	0	314.172
17898	0	314.158
17899	0	314.158
17900	182.72945	314.139
17901	0	314.132
17902	0	314.13
17903	59.34715	314.123
17904	0	314.133
17905	0	314.119
17906	0	314.109
17907	0	314.112
17908	0	314.103
17909	0	314.08
17910	0	314.057
17911	0	314.027
17912	0	314.012
17914	0	314
17915	0	313.997
17916	0	313.984
17917	0	313.972
17918	0	313.948
17919	0	313.908
17920	503.52343	313.865
17921	0	313.8
17922	0	313.776
17923	0	313.741
17924	0	313.716
17925	0	313.692
17926	0	313.688
17927	0	313.661
17928	0	313.638
17929	0	313.638
17930	0	313.634
17931	0	313.619
17932	0	313.6
17933	0	313.61
17934	0	313.603
17935	121.0383	313.605
17936	0	313.6
17937	121.0383	313.599
17939	0	313.608
17940	429.49405	313.615
17941	0	313.604
17942	0	313.571
17943	121.0383	313.54
17944	0	313.534
17945	59.34715	313.527
17946	0	313.531
17947	0	313.556
17948	0	313.554
17949	0	313.556
17950	0	313.567
17951	0	313.579
17952	59.34715	313.577
17953	0	313.582
17954	0	313.59
17955	0	313.583
17956	0	313.581
17957	0	313.578
17958	0	313.591
17959	0	313.57
17960	0	313.569
17961	59.34715	313.586
17963	0	313.591
17964	0	313.578
17965	0	313.583
17966	0	313.566
17967	0	313.574
17968	0	313.556
17969	0	313.555
17970	0	313.556
17971	0	313.529
17972	0	313.516
17973	0	313.476
17974	0	313.426
17975	0	313.397
17976	0	313.342
17977	0	313.321
17978	244.4206	313.305
17979	0	313.284
17980	0	313.271
17981	0	313.262
17982	0	313.27
17983	0	313.281
17984	0	313.284
17985	0	313.29
17987	182.72945	313.313
17988	0	313.328
17989	0	313.322
17990	0	313.345
17991	0	313.345
17992	59.34715	313.338
17993	0	313.348
17994	0	313.342
17995	182.72945	313.327
17996	59.34715	313.312
17997	0	313.288
17998	750.28803	313.245
17999	0	313.229
18000	0	313.204
18001	0	313.199
18002	0	313.196
18003	0	313.189
18004	0	313.188
18005	0	313.194
18006	0	313.201
18007	0	313.197
18008	0	313.214
18009	0	313.212
18010	0	313.214
18012	0	313.229
18013	0	313.224
18014	0	313.233
18015	0	313.235
18016	59.34715	313.231
18017	0	313.188
18018	0	312.803
18019	0	312.225
18020	0	311.832
18021	0	311.531
18022	0	311.432
18023	59.34715	312.348
18024	0	312.985
18025	0	313.342
18026	0	313.478
18027	0	313.529
18028	0	313.569
18029	0	313.59
18030	0	313.736
18031	0	313.917
18032	0	314.049
18033	0	314.103
18034	0	314.174
18036	0	314.249
18037	0	314.232
18038	0	314.183
18039	0	314.178
18040	0	314.164
18041	0	314.166
18042	0	314.275
18043	0	314.329
18044	0	314.259
18045	0	314.207
18046	0	314.181
18047	0	314.107
18048	0	314.049
18049	0	314.039
18050	121.0383	313.947
18051	0	313.848
18052	0	313.745
18053	0	313.699
18054	0	313.619
18055	0	313.491
18056	0	313.384
18057	0	313.275
18058	59.34715	313.149
18060	0	313.082
18061	0	312.922
18062	0	312.771
18063	0	312.644
18064	0	312.532
18065	0	312.429
18066	59.34715	312.316
18067	59.34715	312.164
18068	0	312.055
18069	0	311.906
18070	0	311.752
18071	0	311.556
18072	182.72945	311.369
18073	0	311.135
18074	0	310.927
18075	0	310.744
18076	59.34715	310.494
18077	121.0383	310.175
18078	0	309.984
18079	0	309.826
18080	0	309.47
18081	0	309.147
18082	0	308.876
18083	0	308.641
18085	182.72945	308.408
18086	0	308.171
18087	0	307.99
18088	0	307.706
18089	0	307.534
18090	0	307.151
18091	59.34715	306.908
18092	0	306.755
18093	0	306.496
18094	0	306.293
18095	0	306.047
18096	0	305.871
18097	0	305.727
18098	0	305.448
18099	0	305.238
18100	59.34715	305.044
18101	0	304.841
18102	0	304.646
18103	0	304.465
18104	0	304.325
18105	0	304.129
18106	0	303.968
18107	0	303.811
18108	0	303.631
18110	0	303.468
18111	0	303.309
18112	0	303.218
18113	0	303.028
18114	0	302.877
18115	244.4206	302.762
18116	0	302.666
18117	0	302.491
18118	0	302.351
18119	0	302.21
18120	59.34715	301.996
18121	0	301.836
18122	0	301.748
18123	0	301.681
18124	0	301.581
18125	0	301.418
18126	182.72945	301.271
18127	0	301.208
18128	0	301.064
18129	0	300.917
18130	0	300.858
18131	0	300.8
18132	0	300.574
18134	0	300.248
18135	121.0383	299.918
18136	0	299.681
18137	0	299.455
18138	0	299.213
18139	0	299.042
18140	0	298.919
18141	0	298.99
18142	121.0383	299.229
18143	0	299.741
18144	0	300.272
18145	0	300.544
18146	0	300.679
18147	0	300.741
18148	0	300.732
18149	0	300.712
18150	0	300.642
18151	0	300.565
18152	0	300.465
18153	0	300.366
18154	0	300.235
18155	0	300.124
18156	0	300.027
18157	59.34715	299.892
18159	0	299.828
18160	0	299.758
18161	0	299.632
18162	0	299.555
18163	0	299.453
18164	0	299.344
18165	0	299.265
18166	0	299.185
18167	0	299.073
18168	0	298.996
18169	121.0383	298.855
18170	0	298.805
18171	0	298.711
18172	0	298.656
