Time	Water Out [C]	Water In  [C]	Ambient [C]	Water Top (T16) [C]	T15 [C]	T14 [C]	T13 [C]	T12 [C]	T11 [C]	T10 [C]	T9 [C]	T8 [C]	T7 [C]	T6 [C]	T5 [C]	T4 [C]	T3 [C]	T2 [C]	Water Bottom (T1) [C]	Flue Top (F1) [C]	F2 [C]	F3 [C]	Flue Bottom (F4) [C]	Gas Flow Freqency	Water Flow Frequency	42i-NO (ppb)	42i-NO2 (ppb)	42i-NOx (ppb)	Horiba-NO (ppm)	Horiba-CO (ppm)	Horiba-CO2 (%)	Horiba-O2 (%)	Gas Flow (V)
5:21:08 PM	27.779	26.574	24.050	-56114.060	-56114.060	-56130.916	-56130.916	-56130.916	-56114.060	-56114.060	-56130.916	-56130.916	-56130.916	-56115.358	-56115.358	-56115.358	-56115.358	-56115.358	-56115.358	1377.189	1377.189	37.181	36.738	0.000	195.844	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:21:09 PM	27.733	26.394	24.051	-56114.070	-56114.070	-56130.955	-56130.955	-56130.955	-56114.070	-56114.070	-56130.955	-56130.955	-56130.955	-56115.402	-56115.402	-56115.402	-56115.402	-56115.402	-56115.402	1377.188	1377.188	37.163	36.722	0.000	278.796	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:21:10 PM	27.695	26.362	24.066	-56116.412	-56116.412	-56133.268	-56133.268	-56133.268	-56116.412	-56116.412	-56133.268	-56133.268	-56133.268	-56117.723	-56117.723	-56117.723	-56117.723	-56117.723	-56117.723	1377.190	1377.190	37.156	36.709	0.000	198.616	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:21:11 PM	27.597	26.445	24.068	-56116.062	-56116.062	-56132.903	-56132.903	-56132.903	-56116.062	-56116.062	-56132.903	-56132.903	-56132.903	-56117.378	-56117.378	-56117.378	-56117.378	-56117.378	-56117.378	1377.185	1377.185	37.139	36.685	0.000	195.889	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:21:12 PM	27.495	26.559	24.085	-56115.297	-56115.297	-56132.151	-56132.151	-56132.151	-56115.297	-56115.297	-56132.151	-56132.151	-56132.151	-56116.640	-56116.640	-56116.640	-56116.640	-56116.640	-56116.640	1377.191	1377.191	37.125	36.678	0.000	192.001	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.184
5:21:13 PM	27.355	26.667	24.066	-56114.692	-56114.692	-56131.561	-56131.561	-56131.561	-56114.692	-56114.692	-56131.561	-56131.561	-56131.561	-56115.979	-56115.979	-56115.979	-56115.979	-56115.979	-56115.979	1377.190	1377.190	37.101	36.663	0.000	211.269	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:21:14 PM	27.268	26.756	24.061	-56115.529	-56115.529	-56132.364	-56132.364	-56132.364	-56115.529	-56115.529	-56132.364	-56132.364	-56132.364	-56116.822	-56116.822	-56116.822	-56116.822	-56116.822	-56116.822	1377.191	1377.191	37.091	36.653	0.000	195.532	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:21:15 PM	27.223	26.828	24.054	-56115.275	-56115.275	-56132.139	-56132.139	-56132.139	-56115.275	-56115.275	-56132.139	-56132.139	-56132.139	-56116.588	-56116.588	-56116.588	-56116.588	-56116.588	-56116.588	1377.190	1377.190	37.080	36.643	0.000	202.724	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:21:17 PM	27.217	26.908	24.048	-56115.371	-56115.371	-56132.188	-56132.188	-56132.188	-56115.371	-56115.371	-56132.188	-56132.188	-56132.188	-56116.671	-56116.671	-56116.671	-56116.671	-56116.671	-56116.671	1377.193	1377.193	37.077	36.629	0.000	200.511	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.199
5:21:18 PM	27.236	26.960	24.037	-56114.703	-56114.703	-56131.533	-56131.533	-56131.533	-56114.703	-56114.703	-56131.533	-56131.533	-56131.533	-56115.975	-56115.975	-56115.975	-56115.975	-56115.975	-56115.975	1377.188	1377.188	37.043	36.610	0.000	196.247	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.174
5:21:19 PM	27.268	27.021	24.068	-56114.213	-56114.213	-56131.055	-56131.055	-56131.055	-56114.213	-56114.213	-56131.055	-56131.055	-56131.055	-56115.487	-56115.487	-56115.487	-56115.487	-56115.487	-56115.487	1377.190	1377.190	37.032	36.603	0.000	197.688	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.179
5:21:20 PM	27.283	27.066	24.067	-56116.461	-56116.461	-56133.322	-56133.322	-56133.322	-56116.461	-56116.461	-56133.322	-56133.322	-56133.322	-56117.735	-56117.735	-56117.735	-56117.735	-56117.735	-56117.735	1377.190	1377.190	37.026	36.593	0.000	194.502	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.199
